day,hour,SENS0008,SENS0010,SENS0012,SENS0017,SENS0018,SENS0019,SENS0020,SENS0021,SENS0022,SENS0023,SENS0027,SENS0028,SENS0030
2022-11-20,17,7.285526844,35.47237096,14.93871197,13.44094149,11.38029859,14.03029549,6.729782103,11.92561839,14.51118902,16.72863003,14.6700876,20.18312631,11.59887081
2022-11-20,18,7.243761581,35.40629095,15.04198634,13.43270393,11.36990894,14.01905784,6.693621931,11.89940298,14.49680128,16.71243364,14.64980106,20.12420705,11.59887037
2022-11-20,19,7.262940391,35.36963573,15.0211669,13.41623586,11.3517263,13.99650226,6.682201037,11.89678296,14.47380806,16.71243835,14.65559347,20.08894542,11.59626388
2022-11-20,20,7.243558626,35.33302079,14.95929462,13.39977599,11.33874161,13.97400754,6.642134367,11.88630177,14.43936216,16.68012332,14.62959091,20.04988402,11.58844574
2022-11-20,21,7.271523803,35.29645246,14.8684122,13.39977599,11.32056715,13.90397084,6.706875587,11.87058166,14.42791285,16.65432383,14.6382293,20.0264223,11.58062892
2022-11-20,22,7.203687207,35.2623381,14.68753889,13.40251833,11.30499236,13.94034238,6.706926087,11.8653433,14.4202455,16.6285407,14.62663628,19.96804119,11.56239181
2022-11-20,23,7.176539648,35.20153473,14.55739558,13.39703714,11.27904067,13.91513731,6.752565456,11.85748731,14.43935748,16.61781734,14.58615925,19.96671758,11.5467646
2022-11-21,0,7.140377602,35.15781384,14.4508619,13.40526184,11.25309675,13.92538821,6.852988904,11.84701532,14.48530781,16.59638456,14.57463429,20.03422831,11.52853851
2022-11-21,1,7.145944839,35.18696955,14.38498466,13.39977599,11.25309675,13.91232055,6.912476652,11.84701586,14.53134805,16.59637761,14.55152301,20.09677497,11.51291882
2022-11-21,2,7.081510365,35.21612525,14.40213576,13.39978064,11.24531452,14.01902956,6.93038246,11.8574895,14.65272677,16.64143342,14.53135601,20.10199391,11.49209947
2022-11-21,3,7.095544298,35.17967745,14.38779677,13.37237117,11.22197376,14.05841369,6.940717271,11.87058222,14.74855208,16.6317691,14.44518271,20.12814266,11.46348245
2022-11-21,4,7.112309152,35.18696955,14.28506704,13.34499627,11.21678748,14.08944518,6.861465504,11.86272439,14.83610009,16.62533557,14.43936059,20.21069842,11.44267763
2022-11-21,5,7.089921379,35.23314437,14.2736555,13.33405453,11.20641548,14.131824,6.790523039,11.88368063,14.86535632,16.62854769,14.41642992,20.33325546,11.42967719
2022-11-21,6,7.047790506,35.17480761,14.16874598,13.32037965,11.20641548,14.15734762,6.705041318,11.90988755,14.78063456,16.59318632,14.35922347,20.35443084,11.41408054
2022-11-21,7,7.019699553,35.14327396,14.15161703,13.3121779,11.19086113,14.07814145,6.627761111,11.90988774,14.71657015,16.58353371,14.36493392,20.32273186,11.40108565
2022-11-21,8,7.008429808,35.12144201,14.06122364,13.31491106,11.20468925,14.04998246,6.538789611,11.90464469,14.60445753,16.55465456,14.33924634,20.25804175,11.38549553
2022-11-21,9,7.011061129,35.04153901,13.99649622,13.26848779,11.20469611,14.00499766,6.489807994,11.90726584,14.55056138,16.52583758,14.342071,20.19887111,11.38809341
2022-11-21,10,6.963323865,34.96180647,13.82846868,13.26303377,11.15975797,14.01151908,6.450330061,11.9072664,14.49968453,16.50237408,14.30782703,20.16348431,11.38809329
